Izsaukuma laiks,"Pacienta vecums, gadi","Dzimums, 1 - sieviete, 2- vīrietis",Unnamed: 3,NMP pamata diagnoze: G45.9 -1; I64 - 2; I63.9 - 3  ,Nogādāšanas laiks PSKUS,"GKS skala, 1 - nav izvērtēts","FastTest skala: N Negatīvs - 1; P>60 Pozitīvs, lielo asinsvadu oklūzijas iespējamība ≥ 60% - 2; P<15 Pozitīvs, lielo asinsvadu oklūzijas iespējamība <15% - 3; P>30 Pozitīvs, lielo asinsvadu oklūzijas iespējamība ap 30% - 4; nav izvērtēts - 5",Uzņemšanas rezultāts,Pārvests uz,Karte,Personas kods,Iestāšanās diagnoze,Iestāšanās diagnozes nosaukums,Izrakstīšanas diagnoze,Izrakstīšanas diagnozes nosaukums,Iestāšanās laiks,Izrakstīšanas laiks,Izr_dat,Izr_mēn,Izr_gads,Izr_kustība,Izr_kustības nosaukums,Izr_nodaļa,Izr_nodaļas nosaukums,Izr_profils,Izr_profila nosaukums,Pacienta uzvārds
2024-12-27 11:14:00,72,1,,2,2024-12-27 13:40:00,11,4,outpatient,Stroke unit,K202400404,140152-91555,I64,"Stroke, not specified as hemorrhage or infarction",G40.9,"Epilepsy, unspecified",2024-12-27 14:02:00,01/01/2025 16:02,1,1,2025,1,Discharged home,101,Neurology ward,30,Internal medicine,Pavlovs
20.07.2024 17:43,66,1,,3,2024-07-20 19:13:00,14,5,Died in admission unit,Another hospital,K202400405,130358-87399,I63.9,"Cerebral infarction, unspecified",I21.9,"Acute myocardial infarction, unspecified",2024-07-20 19:16:00,2024-07-21 05:16:00,21,7,2024,3,Died in hospital,303,ICU,20,Intensīvā terapija,Pavlovs
2025-05-05 13:50:00,80,1,,2,05/05/2025 14:57,9,1,Outpatient,Home,K202500406,250845-39325,I64,"Stroke, not specified as hemorrhage or infarction",N39.0,"Urinary tract infection, site not specified",2025-05-05 15:17:00,2025-05-11 18:17:00,11,5,2025,2,Transferred to another hospital,,Neurology ward,10,Neurology,Petrovs
2025-02-10 16:23:00,58,1,,3,2025-02-10 18:03:00,10,4,Hospitalized,Neurology,K202500407,091167-45405,I63.9,"Cerebral infarction, unspecified",N39.0,"Urinary tract infection, site not specified",2025-02-10 18:09:00,2025-02-20 12:09:00,20,2,2025,2,Transferred to another hospital,202,Stroke unit,10,Neurology,Vītols
2024-03-10 11:03:00,70,1,,3,2024-03-10 12:28:00,1,3,Hospitalized,Stroke unit,K202400408,061254-36557,I63.9,"Cerebral infarction, unspecified",A41.9,"Sepsis, unspecified organism",2024-03-10 12:32:00,2024-03-15 03:32:00,15,3,2024,1,Discharged home,101,Neurology ward,10,Neurology,Eglītis
2024-10-04 06:30:00,73,1,?,3,2024-10-04 09:07:00,8,3,Hospitalized,Neurology,K202400409,100551-16933,I63.9,"Cerebral infarction, unspecified",G93.4,"Encephalopathy, unspecified",2024-10-04 09:28:00,2024-10-05 17:28:00,,10,2024,1,Discharged home,202,Stroke unit,10,Neurology,Siliņš
2024-10-08 15:18:00,78,1,,1,2024-10-08 17:55:00,12,3,Hospitalized,Stroke unit,K202400410,060946-81239,G45.9,"Transient cerebral ischemic attack, unspecified",G40.9,"Epilepsy, unspecified",2024-10-08 18:19:00,18/10/2024 04:19,18,10,2024,4,Continues treatment,101,Neurology ward,10,Neurology,Vītola
2024-08-01 10:05:00,81,1,,2,2024-08-01 10:23:00,11,1,Hospitalized,Stroke unit,K202400411,150943-23749,I64,"Stroke, not specified as hemorrhage or infarction",G51.0,Bell's palsy,2024-08-01 10:50:00,2024-08-16 03:50:00,16,8,2024,1,Discharged home,404,Admission ward,30,Internal medicine,Ivanovs
24/01/2024 13:03,57,1,,3,2024-01-24 13:30:00,13,5,Hospitalized,Home,K202400412,051167-49077,I63.9,"Cerebral infarction, unspecified",R56.8,Other and unspecified convulsions,24.01.2024 13:54,03/02/2024 02:54,3,2,2024,3,Died in hospital,202,Stroke unit,30,Internal medicine,Balodis
2024-10-12 10:18:00,52,1,,1,2024-10-12 13:13:00,7,4,Hospitalized,ICU,K202400413,191072-67208,G45.9,"Transient cerebral ischemic attack, unspecified",G40.9,"Epilepsy, unspecified",2024-10-12 13:44:00,2024-10-22 17:44:00,22,10,2024,2,Transferred to another hospital,202,Stroke unit,30,Internal medicine,Vītola
2025-06-08 19:23:00,88,2,,2,08.06.2025 22:19,12,3,Hospitalized,Stroke unit,K202500414,060537-78627,I64,"Stroke, not specified as hemorrhage or infarction",E11.9,Type 2 diabetes mellitus without complications,2025-06-08 22:43:00,2025-06-20 19:43:00,20,6,2025,1,Discharged home,303,ICU,20,Intensīvā terapija,Krūmiņš
2025-05-10 10:21:00,76,2,?,1,10/05/2025 12:02,11,2,Hospitalized,Another hospital,K202500415,081249-55000,G45.9,"Transient cerebral ischemic attack, unspecified",G45.9,"Transient cerebral ischemic attack, unspecified",2025-05-10 12:16:00,2025-05-19 03:16:00,19,5,2025,1,Discharged home,202,Stroke unit,30,Internal medicine,Vītola
2025-01-16 03:19:00,62,1,,2,2025-01-16 06:16:00,14,5,Hospitalized,Home,K202500416,190663-40935,I64,"Stroke, not specified as hemorrhage or infarction",I50.9,"Heart failure, unspecified",2025-01-16 06:26:00,26/01/2025 20:26,26,1,2025,2,Transferred to another hospital,101,Neurology ward,10,Neurology,Kalniņa
2024-03-07 16:33:00,79,2,,3 ,2024-03-07 17:29:00,13,2,Hospitalized,Home,K202400417,180820-17882,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2024-03-07 18:13:00,2024-03-11 20:13:00,11,3,2024,1,Discharged home,202,Stroke unit,10,Neurology,Miezītis
2025-10-17 00:56:00,73,2,,2,2025-10-17 01:56:00,10,2,Outpatient,neurology,K202500418,260652-90432,I64,"Stroke, not specified as hemorrhage or infarction",G40.9,"Epilepsy, unspecified",2025-10-17 02:07:00,28.10.2025 23:07,28,10,2025,2,Transferred to another hospital,303,ICU,20,Intensīvā terapija,Eglītis
2024-06-17 13:10:00,87,2,,1,17.06.2024 13:29,8,1,Hospitalized,Neurology,K202400419,131037-60570,G45.9,"Transient cerebral ischemic attack, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",17/06/2024 13:52,2024-06-21 18:52:00,21,13,2024,4,Continues treatment,202,Stroke unit,30,Internal medicine,Miezītis
2024-04-11 08:27:00,72,1,,3,2024-04-11 09:12:00,6,1,Hospitalized,Home,K202400420,170252-42079,I63.9,"Cerebral infarction, unspecified",K35.8,"Acute appendicitis, other and unspecified",2024-04-11 09:23:00,2024-04-11 20:23:00,11,4,2024,2,Transferred to another hospital,202,Stroke unit,10,Neurology,Bērziņš
2024-08-13 09:04:00,98,1,,2,2024-08-13 12:00:00,10,4,Hospitalized,Home,K202400421,151226-25850,I64,"Stroke, not specified as hemorrhage or infarction",G45.9,"Transient cerebral ischemic attack, unspecified",13.08.2024 12:08,2024-08-25 15:08:00,25,8,2024,1,Discharged home,101,Neurology ward,10,Neurology,Petrovs
2024-05-26 19:33:00,94,2,,3,2024-05-26 22:20:00,12,1,Hospitalized,Stroke unit,K202400422,140530-26011,I63.9,"Cerebral infarction, unspecified",E11.9,Type 2 diabetes mellitus without complications,2024-05-26 22:27:00,10.06.2024 04:27,10,6,2024,1,Discharged home,404,Admission ward,10,Neurology,Balodis
2025-10-01 01:01:00,68,1,,2,01.10.2025 02:00,8,4,Outpatient,Another hospital,K202500423,080921-27126,I64,"Stroke, not specified as hemorrhage or infarction",I50.9,"Heart failure, unspecified",01/10/2025 02:06,2025-10-03 19:06:00,3,10,2025,1,Discharged home,202,Stroke unit,30,Internal medicine,Pavlovs
2025-05-23 17:22:00,84,2,,3,23.05.2025 19:11,7,3,Hospitalized,Stroke unit,K202500424,111041-24349,I63.9,"Cerebral infarction, unspecified",G45.9,"Transient cerebral ischemic attack, unspecified",2025-05-23 19:25:00,30/05/2025 13:25,30,5,2025,1,Discharged home,202,Stroke unit,10,Neurology,Vītola
07.10.2024 20:38,80,1,,3,07.10.2024 23:23,15,1,Hospitalized,Neurology,K202400425,060444-25476,I63.9,"Cerebral infarction, unspecified",E11.9,Type 2 diabetes mellitus without complications,2024-10-07 23:52:00,2024-10-10 17:52:00,10,10,2024,,Discharged home,101,Neurology ward,10,Neurology,Liepiņš
29.09.2025 08:31,89,1,,3,29.09.2025 09:43,8,1,Hospitalized,Stroke unit,K202500426,,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2025-09-29 09:48:00,2025-10-03 12:48:00,3,10,2025,1,Discharged home,303,ICU,20,Intensīvā terapija,Jansone
2025-07-08 03:17:00,59,1,,3,2025-07-08 06:22:00,13,1,Hospitalized,Stroke unit,K202500427,050266-46105,I63.9,"Cerebral infarction, unspecified",I63.9,"Cerebral infarction, unspecified",08.07.2025 06:25,2025-07-21 00:25:00,21,7,2025,2,Transferred to another hospital,101,Neurology ward,10,Neurology,Grīnbergs
2025-02-08 18:23:00,80,1,,2,2025-02-08 19:02:00,9,3,Hospitalized,Home,K202500428,270345-99712,I64,"Stroke, not specified as hemorrhage or infarction",I64,"Stroke, not specified as hemorrhage or infarction",08/02/2025 19:32,2025-02-20 10:32:00,20,2,2025,2,Transferred to another hospital,404,Admission ward,30,Internal medicine,Vītola
2025-06-25 17:17:00,85,1,,3,2025-06-25 18:39:00,13,1,Hospitalized,Stroke unit,K202500429,020240-37160,I63.9,"Cerebral infarction, unspecified",G93.4,"Encephalopathy, unspecified",2025-06-25 19:12:00,2025-06-27 01:12:00,27,6,2025,2,Transferred to another hospital,999,ICU,20,Intensīvā terapija,Miezītis
29.03.2024 13:11,49,1,,3,29.03.2024 15:13,3,1,Hospitalized,Another hospital,K202400430,060775-24969,I63.9,"Cerebral infarction, unspecified",K35.8,"Acute appendicitis, other and unspecified",2024-03-29 15:44:00,2024-04-05 02:44:00,5,4,2024,1,Discharged home,202,Stroke unit,30,Internal medicine,Kļaviņš
2025-10-02 00:48:00,72,2,,3,2025-10-02 02:57:00,1,3,Transferred,icu,K202500431,100269-53297,I63.9,"Cerebral infarction, unspecified",J18.9,"Pneumonia, unspecified organism",2025-10-02 03:09:00,12/10/2025 14:09,12,10,2025,1,Discharged home,101,Neurology ward,30,Internal medicine,siliņš
2024-04-05 19:08:00,45,1,,1,2024-04-05 22:02:00,10,4,Transferred,Home,K202400432,070279-70718,G45.9,"Transient cerebral ischemic attack, unspecified",I63.9,"Cerebral infarction, unspecified",2024-04-05 22:43:00,2024-04-14 16:43:00,14,4,2024,4,Continues treatment,202,Stroke unit,30,Internal medicine,Bērziņa
2025-02-25 00:58:00,68,1,,3,2025-02-25 03:10:00,1,4,Transferred,Home,K202500433,280957-32482,I63.9,"Cerebral infarction, unspecified",J18.9,"Pneumonia, unspecified organism",2025-02-25 03:13:00,11/03/2025 13:13,11,3,2025,1,Discharged home,101,Neurology ward,10,Neurology,Kļaviņa
15/10/2025 07:00,81,1,,1,2025-10-15 09:11:00,12,3,Died in admission unit,Another hospital,K202500434,180244-62297,G45.9,"Transient cerebral ischemic attack, unspecified",A41.9,"Sepsis, unspecified organism",2025-10-15 09:15:00,2025-10-15 18:15:00,15,,2025,9,Died in hospital,404,Admission ward,30,Internal medicine,Vītola
16/05/2024 10:56,91,1,,3,16/05/2024 12:51,3,3,Hospitalized,neurology,K202400435,141133-83359,I63.9,"Cerebral infarction, unspecified",I63.9,"Cerebral infarction, unspecified",2024-05-16 13:30:00,2024-05-20 05:30:00,20,5,2024,2,Transferred to another hospital,202,Stroke unit,30,Internal medicine,Andersone
2024-12-27 08:07:00,72,2,,3,2024-12-27 10:46:00,6,5,Outpatient,Neurology,K202400436,141052-93840,I63.9,"Cerebral infarction, unspecified",J18.9,"Pneumonia, unspecified organism",2024-12-27 11:24:00,2025-01-10 20:24:00,10,1,2025,4,Continues treatment,202,Stroke unit,30,Internal medicine,Krūmiņa
01.07.2024 03:05,81,1,,2,2024-07-01 05:05:00,12,1,Hospitalized,Another hospital,K202400437,010720-91689,I64,"Stroke, not specified as hemorrhage or infarction",R56.8,Other and unspecified convulsions,2024-07-01 05:42:00,2024-07-09 23:42:00,9,7,2024,1,Discharged home,404,Admission ward,30,Internal medicine,kalniņš
2024-12-28 02:05:00,54,2,,02,2024-12-28 04:33:00,9,4,Transferred,Stroke unit,K202400438,110770-95234,I64,"Stroke, not specified as hemorrhage or infarction",G93.4,"Encephalopathy, unspecified",2024-12-28 04:42:00,2025-01-03 10:42:00,3,1,2025,4,Continues treatment,202,Stroke unit,30,Internal medicine,Liepiņš
2024-01-05 03:40:00,49,2,,3,2024-01-05 04:35:00,7,2,Transferred,Stroke unit,K202400439,140975-90801,I63.9,"Cerebral infarction, unspecified",G93.4,"Encephalopathy, unspecified",2024-01-05 04:44:00,10.01.2024 07:44,10,1,2024,4,Continues treatment,202,Stroke unit,30,Internal medicine,Krūmiņš
2024-09-19 23:46:00,71,2,,3,2024-09-20 01:07:00,14,5,Hospitalized,Neurology,K202400440,140453-94884,I63.9,"Cerebral infarction, unspecified",J18.9,"Pneumonia, unspecified organism",2024-09-20 01:34:00,21/09/2024 16:34,21,9,2024,1,Discharged home,202,Stroke unit,30,Internal medicine,Ivanovs
25/09/2025 09:08,76,2,,1,2025-09-25 11:17:00,5,4,Hospitalized,Stroke unit,K202500441,250549-51803,G45.9,"Transient cerebral ischemic attack, unspecified",I63.9,"Cerebral infarction, unspecified",2025-09-25 11:36:00,2025-10-05 05:36:00,5,10,2025,1,Discharged home,303,ICU,20,Intensīvā terapija,Petrova
2024-03-19 04:55:00,20,2,,1,19/03/2024 06:00,5,2,Hospitalized,Home,K202400442,040120-20363,G45.9,"Transient cerebral ischemic attack, unspecified",S72.0,Fracture of neck of femur,2024-03-19 06:10:00,02.04.2024 14:10,2,13,2024,1,Discharged home,202,Stroke unit,30,Internal medicine,Lapiņš
12/10/2024 06:38,45,1,,3,12/10/2024 08:27,14,5,Hospitalized,Another hospital,K202400443,050279-24536,I63.9,"Cerebral infarction, unspecified",G40.9,"Epilepsy, unspecified",2024-10-12 08:58:00,2024-10-21 09:58:00,21,10,2024,4,Continues treatment,303,ICU,20,Intensīvā terapija,Siliņš
2024-12-04 16:35:00,70,2,,2,2024-12-04 18:01:00,1,5,Hospitalized,Stroke unit,K202400444,050254-35368,I64,"Stroke, not specified as hemorrhage or infarction",R56.8,Other and unspecified convulsions,2024-12-04 18:07:00,2024-12-15 01:07:00,15,12,2024,1,Discharged home,101,Neurology ward,10,Neurology,Kalniņš
2024-02-14 17:13:00,55,2,,3,2024-02-14 17:49:00,9,1,Transferred,Stroke unit,K202400445,071169-14351,I63.9,"Cerebral infarction, unspecified",I21.9,"Acute myocardial infarction, unspecified",2024-02-14 18:22:00,2024-02-23 08:22:00,23,2,2024,3,Died in hospital,303,ICU,20,Intensīvā terapija,Kalniņa
2025-02-21 09:35:00,80,1,,3,2025-02-21 11:21:00,8,2,Hospitalized,Stroke unit,K202500446,201045-38500,I63.9,"Cerebral infarction, unspecified",S72.0,Fracture of neck of femur,2025-02-21 11:35:00,22/02/2025 22:35,22,2,2025,4,Continues treatment,101,Neurology ward,30,Internal medicine,Avotiņš
13.08.2024 17:46,76,1,,2,2024-08-13 19:24:00,11,1,Hospitalized,Neurology,K202400447,240948-59982,I64,"Stroke, not specified as hemorrhage or infarction",R56.8,Other and unspecified convulsions,2024-08-13 19:57:00,2024-08-17 01:57:00,17,8,2024,1,Discharged home,101,Neurology ward,10,Neurology,Andersone
2024-09-08 01:54:00,59,1,,3,08.09.2024 04:34,5,1,hospitalized,Stroke unit,K202400448,020265-13906,I63.9,"Cerebral infarction, unspecified",S72.0,Fracture of neck of femur,2024-09-08 04:50:00,2024-09-08 13:50:00,8,9,2024,1,Discharged home,202,Stroke unit,30,Internal medicine,Lapiņš
2024-03-09 23:30:00,65,2,,3 ,10/03/2024 02:08,4,2,Died in admission unit,Stroke unit,K202400449,,I64,"Stroke, not specified as hemorrhage or infarction",A41.9,"Sepsis, unspecified organism",2024-03-10 02:52:00,2024-03-10 13:52:00,10,3,2024,3,Died in hospital,404,Admission ward,30,Internal medicine,Kļaviņš
2024-05-06 00:51:00,58,1,,3,2024-05-06 01:09:00,11,1,Transferred,Neurology,K202400450,140466-65009,I63.9,"Cerebral infarction, unspecified",S72.0,Fracture of neck of femur,2024-05-06 01:40:00,2024-05-19 13:40:00,19,5,2024,1,Discharged home,202,Stroke unit,10,Neurology,Pavlovs
2024-04-15 19:13:00,71,2,,3,15.04.2024 21:20,9,4,Transferred,Stroke unit,K202400451,251253-56990,I63.9,"Cerebral infarction, unspecified",G45.9,"Transient cerebral ischemic attack, unspecified",15/04/2024 21:34,2024-04-28 21:34:00,28,4,2024,1,Discharged home,101,Neurology ward,10,Neurology,Krūmiņa
2025-12-09 17:55:00,84,1,,3,2025-12-09 18:48:00,8,3,Hospitalized,ICU,K202500452,060341-28469,I63.9,"Cerebral infarction, unspecified",G51.0,Bell's palsy,09/12/2025 19:22,2025-12-23 21:22:00,23,12,2025,2,Transferred to another hospital,202,Stroke unit,30,Internal medicine,Krūmiņš
05.01.2024 04:52,59,1,,1,2024-01-05 06:43:00,13,4,Outpatient,Stroke unit,K202400453,060865-37691,G45.9,"Transient cerebral ischemic attack, unspecified",J18.9,"Pneumonia, unspecified organism",2024-01-05 07:17:00,2024-01-14 03:17:00,14,1,2024,1,Discharged home,202,Stroke unit,30,Internal medicine,Ozols
2025-09-03 05:03:00,78,2,,1,03.09.2025 05:37,13,5,Outpatient,,K202500454,270247-96106,G45.9,"Transient cerebral ischemic attack, unspecified",G93.4,"Encephalopathy, unspecified",2025-09-03 05:43:00,2025-09-06 00:43:00,6,9,2025,2 ,Transferred to another hospital,404,Admission ward,10,Neurology,Krūmiņa
06/05/2024 03:43,65,2,,3,06/05/2024 05:24,7,4,Hospitalized,Neurology,K202400455,091059-46572,I63.9,"Cerebral infarction, unspecified",K35.8,"Acute appendicitis, other and unspecified",06.05.2024 05:45,2024-05-18 09:45:00,18,5,2024,2,Transferred to another hospital,303,ICU,20,Intensīvā terapija,Jansons
2025-08-10 07:43:00,61,1,,1,10/08/2025 09:16,15,4,Hospitalized,Neurology,K202500456,180564-67071,G45.9,"Transient cerebral ischemic attack, unspecified",I63.9,"Cerebral infarction, unspecified",10/08/2025 09:32,2025-08-15 20:32:00,15,8,2025,1,Discharged home,404,Admission ward,30,Internal medicine,Lapiņš
2024-03-10 01:53:00,70,1,,2,2024-03-10 04:04:00,12,2,Hospitalized,Stroke unit,K202400457,250654-52539,I64,"Stroke, not specified as hemorrhage or infarction",A41.9,"Sepsis, unspecified organism",10.03.2024 04:24,18/03/2024 23:24,18,3,202X,1,Discharged home,202,Stroke unit,10,Neurology,Pavlovs
2024-09-14 23:45:00,58,1,,2,2024-09-15 02:41:00,14,2,Hospitalized,Stroke unit,K202400458,110866-84172,I64,"Stroke, not specified as hemorrhage or infarction",G45.9,"Transient cerebral ischemic attack, unspecified",15/09/2024 03:07,2024-09-19 05:07:00,19,9,2024,3,Died in hospital,303,ICU,20,Intensīvā terapija,Petrovs
04/03/2024 19:49,64,2,,1,2024-03-04 22:00:00,13,3,Transferred,ICU,K202400459,020260-11274,G45.9,"Transient cerebral ischemic attack, unspecified",A41.9,"Sepsis, unspecified organism",2024-03-04 22:15:00,2024-03-17 20:15:00,17,3,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Kļaviņa
16/05/2024 14:22,68,2,,3,16/05/2024 17:17,15,2,Hospitalized,Stroke unit,K202400460,160768-84631,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2024-05-16 17:31:00,2024-05-29 03:31:00,29,5,2024,1,Discharged home,101,Neurology ward,30,Internal medicine,Ozols
2025-02-24 20:26:00,97,2,,3,2025-02-24 20:49:00,9,3,Transferred,Stroke unit,K202500461,110728-43436,I63.9,"Cerebral infarction, unspecified",I64,"Stroke, not specified as hemorrhage or infarction",2025-02-24 20:52:00,2025-02-25 08:52:00,25,2,,1,Discharged home,202,Stroke unit,10,Neurology,Kļaviņš
08/03/2024 13:37,72,1,,3,08/03/2024 16:13,14,3,Hospitalized,Another hospital,K202400462,220552-53845,I63.9,"Cerebral infarction, unspecified",G51.0,Bell's palsy,2024-03-08 16:51:00,2024-03-10 21:51:00,10,3,2024,1,Discharged home,202,Stroke unit,10,Neurology,Bērziņš
2024-09-17 22:49:00,62,1,,3,2024-09-18 00:37:00,6,2,Hospitalized,Stroke unit,K202400463,251262-82185,I63.9,"Cerebral infarction, unspecified",G51.0,Bell's palsy,2024-09-18 01:13:00,2024-09-27 20:13:00,27,13,2024,1,Discharged home,303,ICU,20,Intensīvā terapija,Vītols
24.06.2025 22:21,74,1,,3,24/06/2025 23:59,12,4,Hospitalized,Stroke unit,K202500464,250951-89150,I63.9,"Cerebral infarction, unspecified",N39.0,"Urinary tract infection, site not specified",25.06.2025 00:38,2025-07-07 04:38:00,7,7,2025,2,Transferred to another hospital,,Stroke unit,30,Internal medicine,Avotiņš
2024-07-04 15:04:00,70,2,,1,04.07.2024 16:01,7,2,Hospitalized,Stroke unit,K202400465,120754-85664,G45.9,"Transient cerebral ischemic attack, unspecified",G51.0,Bell's palsy,2024-07-04 16:07:00,07.07.2024 19:07,7,7,2024,4,Continues treatment,303,ICU,20,Intensīvā terapija,Kalniņš
2024-10-09 11:30:00,69,1,,3,2024-10-09 13:34:00,14,5,Hospitalized,Another hospital,K202400466,150855-70240,I63.9,"Cerebral infarction, unspecified",R56.8,Other and unspecified convulsions,09.10.2024 13:58,11/10/2024 02:58,11,10,2024,1,Discharged home,303,ICU,20,Intensīvā terapija,Kļaviņa
13/11/2024 17:35,79,1,,2,13/11/2024 20:11,1,5,Hospitalized,Home,K202400467,180745-58309,I64,"Stroke, not specified as hemorrhage or infarction",I61.9,"Intracerebral hemorrhage, unspecified",2024-11-13 20:31:00,2024-11-18 11:31:00,18,11,2024,4,Continues treatment,202,Stroke unit,10,Neurology,Eglītis
20/09/2025 09:30,81,1,,3,20/09/2025 12:22,12,3,Hospitalized,Neurology,K202500468,030244-48734,I63.9,"Cerebral infarction, unspecified",A41.9,"Sepsis, unspecified organism",2025-09-20 12:37:00,2025-09-24 09:37:00,24,9,2025,1,Discharged home,101,Neurology ward,10,Neurology,Siliņš
22/05/2024 20:21,65,2,,1,2024-05-22 21:40:00,14,4,transferred,Stroke unit,K202400469,150559-34465,G45.9,"Transient cerebral ischemic attack, unspecified",N39.0,"Urinary tract infection, site not specified",22.05.2024 22:02,27.05.2024 22:02,27,5,2024,1,Discharged home,202,Stroke unit,10,Neurology,Liepiņa
2025-01-26 02:57:00,64,2,?,2,26/01/2025 04:23,8,1,Hospitalized,Neurology,K202500470,090461-26577,I64,"Stroke, not specified as hemorrhage or infarction",G51.0,Bell's palsy,2025-01-26 05:06:00,2025-02-01 07:06:00,1,2,2025,1,Discharged home,404,Admission ward,30,Internal medicine,Siliņš
21/09/2024 15:42,68,1,,1,2024-09-21 17:10:00,7,4,Hospitalized,Stroke unit,K202400471,080456-30632,G45.9,"Transient cerebral ischemic attack, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",2024-09-21 17:21:00,24/09/2024 15:21,24, 02,2024,4,Continues treatment,202,Stroke unit,30,Internal medicine,Romanovs
2024-08-31 05:29:00,42,1,,1,2024-08-31 08:07:00,3,5,Hospitalized,Stroke unit,K202400472,260982-70378,G45.9,"Transient cerebral ischemic attack, unspecified",A41.9,"Sepsis, unspecified organism",2024-08-31 08:38:00,2024-09-14 16:38:00,14,9,2024,1,Discharged home,303,ICU,20,Intensīvā terapija,Krūmiņa
2025-08-05 23:40:00,52,1,?,2,2025-08-06 01:57:00,3,5,Hospitalized,ICU,K202500473,110673-95075,I64,"Stroke, not specified as hemorrhage or infarction",G40.9,"Epilepsy, unspecified",2025-08-06 02:00:00,2025-08-14 00:00:00,14,8,2025,4,Continues treatment,303,ICU,20,Intensīvā terapija,Bērziņš
2024-05-06 11:26:00,89,1,,3,06/05/2024 12:34,6,3,Hospitalized,Home,K202400474,260835-42260,I63.9,"Cerebral infarction, unspecified",I21.9,"Acute myocardial infarction, unspecified",06.05.2024 12:44,2024-05-10 14:44:00,10,5,2024,4,Continues treatment,202 ,Neurology ward,10,Neurology,Bērziņa
19.11.2024 09:32,93,1,,1,2024-11-19 11:38:00,3,2,Hospitalized,Another hospital,K202400475,250231-76278,G45.9,"Transient cerebral ischemic attack, unspecified",G51.0,Bell's palsy,2024-11-19 12:08:00,01/12/2024 14:08,1,12,2024,3,Died in hospital,101,Neurology ward,10,Neurology,Avotiņš
25.09.2025 03:19,68,2,x,3,25/09/2025 04:43,10,2,Hospitalized,Stroke unit,K202500476,210157-23910,I63.9,"Cerebral infarction, unspecified",J18.9,"Pneumonia, unspecified organism",25.09.2025 05:11,2025-09-30 03:11:00,30,9,2025,3,Died in hospital,404,Admission ward,10,Neurology,Miezītis
12/03/2024 19:28,79,1,,3,2024-03-12 22:28:00,14,1,Hospitalized,Stroke unit,K202400477,080645-83254,I63.9,"Cerebral infarction, unspecified",A41.9,"Sepsis, unspecified organism",12.03.2024 23:01,2024-03-27 21:01:00,27,3,2024,4,Continues treatment,101,Neurology ward,10,Neurology,Ozoliņa
2024-03-06 14:00:00,76,2,,3,2024-03-06 15:02:00,12,2,Outpatient,Stroke unit,K202400478,221048-21970,I63.9,"Cerebral infarction, unspecified",I64,"Stroke, not specified as hemorrhage or infarction",2024-03-06 15:45:00,2024-03-19 00:45:00,19,3,2024,4,Continues treatment,202,Stroke unit,30,Internal medicine,Bērziņš
05/08/2024 23:23,99,1,,3,06.08.2024 01:31,9,3,Hospitalized,Neurology,K202400479,030425-88897,I63.9,"Cerebral infarction, unspecified",J18.9,"Pneumonia, unspecified organism",2024-08-06 02:13:00,2024-08-17 13:13:00,17,8,2024,1,Discharged home,101,Neurology ward,30,Internal medicine,Avotiņš
22.10.2024 15:53,86,1,,3,2024-10-22 17:48:00,8,1,Outpatient,Neurology,K202400480, 120238-13082 ,I63.9,"Cerebral infarction, unspecified",I61.9,"Intracerebral hemorrhage, unspecified",22/10/2024 18:12,2024-10-30 05:12:00,30,10,2024,1,Discharged home,101,Neurology ward,10,Neurology,Romanovs
26/03/2025 18:08,70,1,,2,2025-03-26 19:17:00,14,2,Transferred,Stroke unit,K202500481,241055-60609,I64,"Stroke, not specified as hemorrhage or infarction",I61.9,"Intracerebral hemorrhage, unspecified",2025-03-26 19:44:00,2025-04-04 19:44:00,4,4,2025,1,Discharged home,202,Stroke unit,10,Neurology,Ozols
25.08.2025 05:45,59,2,,2,2025-08-25 06:23:00,11,5,Hospitalized,Neurology,K202500482,100466-53307,I64,"Stroke, not specified as hemorrhage or infarction",I64,"Stroke, not specified as hemorrhage or infarction",2025-08-25 06:46:00,2025-09-01 17:46:00,1,9,2025,2,Transferred to another hospital,202,Stroke unit,30,Internal medicine,Siliņš
2025-01-27 16:34:00,24,2,,1,2025-01-27 19:15:00,4,1,Hospitalized,Neurology,K202500483,010274-84843,G45.9,"Transient cerebral ischemic attack, unspecified",J18.9,"Pneumonia, unspecified organism",27.01.2025 19:28,2025-02-07 07:28:00,7,2,2025,4,Continues treatment,101,Neurology ward,30,Internal medicine,Petrovs
2025-09-22 08:45:00,74,2,,3,2025-09-22 09:40:00,1,1,Transferred,Home,K202500484,170651-87975,I63.9,"Cerebral infarction, unspecified",G51.0,Bell's palsy,2025-09-22 10:22:00,25.09.2025 00:22,25,9,2025,1,Discharged home,101,Neurology ward,30,Internal medicine,Lapiņš
